"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Louisiana"	"22"	"2012"	"2012"	2316	4601893	50.3
	"Louisiana"	"22"	"2013"	"2013"	2446	4625470	52.9
	"Louisiana"	"22"	"2014"	"2014"	2736	4649676	58.8
	"Louisiana"	"22"	"2015"	"2015"	3217	4670724	68.9
	"Louisiana"	"22"	"2016"	"2016"	3515	4681666	75.1
	"Louisiana"	"22"	"2017"	"2017"	3610	4684333	77.1
	"Louisiana"	"22"	"2018"	"2018"	3810	4659978	81.8
	"Louisiana"	"22"	"2019"	"2019"	3848	4648794	82.8
	"Louisiana"	"22"	"2020 "	"2020"	4512	4645318	97.1
"Total"	"Louisiana"	"22"			55117	100136377	55.0
	"Maine"	"23"	"1999"	"1999"	653	1266808	51.5
	"Maine"	"23"	"2000"	"2000"	723	1274923	56.7
	"Maine"	"23"	"2001"	"2001"	715	1285692	55.6
	"Maine"	"23"	"2002"	"2002"	775	1295960	59.8
	"Maine"	"23"	"2003"	"2003"	707	1306513	54.1
	"Maine"	"23"	"2004"	"2004"	779	1313688	59.3
	"Maine"	"23"	"2005"	"2005"	763	1318787	57.9
	"Maine"	"23"	"2006"	"2006"	756	1323619	57.1
	"Maine"	"23"	"2007"	"2007"	756	1327040	57.0
	"Maine"	"23"	"2008"	"2008"	736	1330509	55.3
	"Maine"	"23"	"2009"	"2009"	781	1329590	58.7
	"Maine"	"23"	"2010"	"2010"	815	1328361	61.4
	"Maine"	"23"	"2011"	"2011"	794	1328188	59.8
	"Maine"	"23"	"2012"	"2012"	786	1329192	59.1
	"Maine"	"23"	"2013"	"2013"	773	1328302	58.2
	"Maine"	"23"	"2014"	"2014"	833	1330089	62.6
	"Maine"	"23"	"2015"	"2015"	930	1329328	70.0
	"Maine"	"23"	"2016"	"2016"	995	1331479	74.7
	"Maine"	"23"	"2017"	"2017"	1025	1335907	76.7
	"Maine"	"23"	"2018"	"2018"	1062	1338404	79.3
	"Maine"	"23"	"2019"	"2019"	1101	1344212	81.9
	"Maine"	"23"	"2020 "	"2020"	1150	1350141	85.2
"Total"	"Maine"	"23"			18408	29046732	63.4
	"Maryland"	"24"	"1999"	"1999"	1459	5254509	27.8
	"Maryland"	"24"	"2000"	"2000"	1577	5296486	29.8
	"Maryland"	"24"	"2001"	"2001"	1812	5374691	33.7
	"Maryland"	"24"	"2002"	"2002"	1669	5440389	30.7
	"Maryland"	"24"	"2003"	"2003"	1725	5496269	31.4
	"Maryland"	"24"	"2004"	"2004"	1752	5546935	31.6
	"Maryland"	"24"	"2005"	"2005"	1775	5592379	31.7
	"Maryland"	"24"	"2006"	"2006"	1861	5627367	33.1
	"Maryland"	"24"	"2007"	"2007"	1796	5653408	31.8
	"Maryland"	"24"	"2008"	"2008"	1944	5684965	34.2
	"Maryland"	"24"	"2009"	"2009"	1850	5730388	32.3
	"Maryland"	"24"	"2010"	"2010"	1990	5773552	34.5
	"Maryland"	"24"	"2011"	"2011"	1997	5828289	34.3
	"Maryland"	"24"	"2012"	"2012"	1970	5884563	33.5
	"Maryland"	"24"	"2013"	"2013"	2048	5928814	34.5
	"Maryland"	"24"	"2014"	"2014"	2143	5976407	35.9
	"Maryland"	"24"	"2015"	"2015"	2445	6006401	40.7
	"Maryland"	"24"	"2016"	"2016"	2561	6016447	42.6
	"Maryland"	"24"	"2017"	"2017"	2804	6052177	46.3
	"Maryland"	"24"	"2018"	"2018"	2811	6042718	46.5
	"Maryland"	"24"	"2019"	"2019"	2902	6045680	48.0
	"Maryland"	"24"	"2020 "	"2020"	3340	6055802	55.2
"Total"	"Maryland"	"24"			46231	126308636	36.6
	"Massachusetts"	"25"	"1999"	"1999"	2263	6317345	35.8
	"Massachusetts"	"25"	"2000"	"2000"	2538	6349097	40.0
	"Massachusetts"	"25"	"2001"	"2001"	2745	6397634	42.9
	"Massachusetts"	"25"	"2002"	"2002"	2793	6417206	43.5
	"Massachusetts"	"25"	"2003"	"2003"	2713	6422565	42.2
	"Massachusetts"	"25"	"2004"	"2004"	2832	6412281	44.2
	"Massachusetts"	"25"	"2005"	"2005"	2803	6403290	43.8
	"Massachusetts"	"25"	"2006"	"2006"	2732	6410084	42.6
	"Massachusetts"	"25"	"2007"	"2007"	2918	6431559	45.4
	"Massachusetts"	"25"	"2008"	"2008"	3023	6468967	46.7
	"Massachusetts"	"25"	"2009"	"2009"	2924	6517613	44.9
	"Massachusetts"	"25"	"2010"	"2010"	2977	6547629	45.5
	"Massachusetts"	"25"	"2011"	"2011"	3082	6587536	46.8
	"Massachusetts"	"25"	"2012"	"2012"	3010	6646144	45.3
	"Massachusetts"	"25"	"2013"	"2013"	3111	6692824	46.5
	"Massachusetts"	"25"	"2014"	"2014"	3106	6745408	46.0
	"Massachusetts"	"25"	"2015"	"2015"	3437	6794422	50.6
	"Massachusetts"	"25"	"2016"	"2016"	3304	6811779	48.5
	"Massachusetts"	"25"	"2017"	"2017"	3520	6859819	51.3
	"Massachusetts"	"25"	"2018"	"2018"	3625	6902149	52.5
	"Massachusetts"	"25"	"2019"	"2019"	3688	6892503	53.5
	"Massachusetts"	"25"	"2020 "	"2020"	3782	6893574	54.9
"Total"	"Massachusetts"	"25"			66926	144921428	46.2
	"Michigan"	"26"	"1999"	"1999"	3071	9897116	31.0
	"Michigan"	"26"	"2000"	"2000"	3321	9938444	33.4
	"Michigan"	"26"	"2001"	"2001"	3508	9991120	35.1
	"Michigan"	"26"	"2002"	"2002"	3750	10015710	37.4
	"Michigan"	"26"	"2003"	"2003"	4017	10041152	40.0
	"Michigan"	"26"	"2004"	"2004"	4027	10055315	40.0
	"Michigan"	"26"	"2005"	"2005"	4312	10051137	42.9
	"Michigan"	"26"	"2006"	"2006"	4316	10036081	43.0
	"Michigan"	"26"	"2007"	"2007"	4581	10001284	45.8
	"Michigan"	"26"	"2008"	"2008"	4843	9946889	48.7
	"Michigan"	"26"	"2009"	"2009"	4670	9901591	47.2
	"Michigan"	"26"	"2010"	"2010"	4944	9883640	50.0
	"Michigan"	"26"	"2011"	"2011"	5157	9876187	52.2
	"Michigan"	"26"	"2012"	"2012"	5332	9883360	53.9
	"Michigan"	"26"	"2013"	"2013"	5733	9895622	57.9
	"Michigan"	"26"	"2014"	"2014"	5841	9909877	58.9
	"Michigan"	"26"	"2015"	"2015"	6579	9922576	66.3
	"Michigan"	"26"	"2016"	"2016"	7092	9928300	71.4
	"Michigan"	"26"	"2017"	"2017"	7566	9962311	75.9
	"Michigan"	"26"	"2018"	"2018"	7884	9995915	78.9
	"Michigan"	"26"	"2019"	"2019"	7926	9986857	79.4
	"Michigan"	"26"	"2020 "	"2020"	8740	9966555	87.7
"Total"	"Michigan"	"26"			117210	219087039	53.5
	"Minnesota"	"27"	"1999"	"1999"	1985	4873481	40.7
	"Minnesota"	"27"	"2000"	"2000"	2137	4919479	43.4
	"Minnesota"	"27"	"2001"	"2001"	2137	4982796	42.9
	"Minnesota"	"27"	"2002"	"2002"	2257	5018935	45.0
	"Minnesota"	"27"	"2003"	"2003"	2236	5053572	44.2
	"Minnesota"	"27"	"2004"	"2004"	2214	5087713	43.5
	"Minnesota"	"27"	"2005"	"2005"	2381	5119598	46.5
	"Minnesota"	"27"	"2006"	"2006"	2388	5163555	46.2
	"Minnesota"	"27"	"2007"	"2007"	2246	5207203	43.1
	"Minnesota"	"27"	"2008"	"2008"	2490	5247018	47.5
	"Minnesota"	"27"	"2009"	"2009"	2546	5281203	48.2
	"Minnesota"	"27"	"2010"	"2010"	2720	5303925	51.3
	"Minnesota"	"27"	"2011"	"2011"	2646	5344861	49.5
	"Minnesota"	"27"	"2012"	"2012"	2763	5379139	51.4
	"Minnesota"	"27"	"2013"	"2013"	2798	5420380	51.6
	"Minnesota"	"27"	"2014"	"2014"	3137	5457173	57.5
	"Minnesota"	"27"	"2015"	"2015"	3372	5489594	61.4
	"Minnesota"	"27"	"2016"	"2016"	3949	5519952	71.5
	"Minnesota"	"27"	"2017"	"2017"	4314	5576606	77.4
	"Minnesota"	"27"	"2018"	"2018"	4274	5611179	76.2
	"Minnesota"	"27"	"2019"	"2019"	4514	5639632	80.0
	"Minnesota"	"27"	"2020 "	"2020"	4728	5657342	83.6
"Total"	"Minnesota"	"27"			64232	116354336	55.2
	"Mississippi"	"28"	"1999"	"1999"	752	2828408	26.6
	"Mississippi"	"28"	"2000"	"2000"	831	2844658	29.2
	"Mississippi"	"28"	"2001"	"2001"	861	2852994	30.2
	"Mississippi"	"28"	"2002"	"2002"	986	2858681	34.5
	"Mississippi"	"28"	"2003"	"2003"	1037	2868312	36.2
	"Mississippi"	"28"	"2004"	"2004"	1072	2889010	37.1
	"Mississippi"	"28"	"2005"	"2005"	1167	2905943	40.2
	"Mississippi"	"28"	"2006"	"2006"	1227	2904978	42.2
	"Mississippi"	"28"	"2007"	"2007"	1267	2928350	43.3
	"Mississippi"	"28"	"2008"	"2008"	1404	2947806	47.6
	"Mississippi"	"28"	"2009"	"2009"	1397	2958774	47.2
	"Mississippi"	"28"	"2010"	"2010"	1455	2967297	49.0
	"Mississippi"	"28"	"2011"	"2011"	1512	2978512	50.8
	"Mississippi"	"28"	"2012"	"2012"	1492	2984926	50.0
	"Mississippi"	"28"	"2013"	"2013"	1527	2991207	51.0
	"Mississippi"	"28"	"2014"	"2014"	1737	2994079	58.0
	"Mississippi"	"28"	"2015"	"2015"	2143	2992333	71.6
	"Mississippi"	"28"	"2016"	"2016"	2243	2988726	75.0
	"Mississippi"	"28"	"2017"	"2017"	2481	2984100	83.1
	"Mississippi"	"28"	"2018"	"2018"	2448	2986530	82.0
	"Mississippi"	"28"	"2019"	"2019"	2668	2976149	89.6
	"Mississippi"	"28"	"2020 "	"2020"	3075	2966786	103.6
"Total"	"Mississippi"	"28"			34782	64598559	53.8
	"Missouri"	"29"	"1999"	"1999"	1890	5561948	34.0
	"Missouri"	"29"	"2000"	"2000"	2069	5595211	37.0
	"Missouri"	"29"	"2001"	"2001"	2102	5641142	37.3
	"Missouri"	"29"	"2002"	"2002"	2170	5674825	38.2
	"Missouri"	"29"	"2003"	"2003"	2346	5709403	41.1
	"Missouri"	"29"	"2004"	"2004"	2414	5747741	42.0
	"Missouri"	"29"	"2005"	"2005"	2769	5790300	47.8
	"Missouri"	"29"	"2006"	"2006"	2752	5842704	47.1
	"Missouri"	"29"	"2007"	"2007"	2820	5887612	47.9
	"Missouri"	"29"	"2008"	"2008"	3221	5923916	54.4
	"Missouri"	"29"	"2009"	"2009"	2934	5961088	49.2
	"Missouri"	"29"	"2010"	"2010"	3242	5988927	54.1
	"Missouri"	"29"	"2011"	"2011"	3243	6010688	54.0
	"Missouri"	"29"	"2012"	"2012"	3246	6021988	53.9
	"Missouri"	"29"	"2013"	"2013"	3505	6044171	58.0
	"Missouri"	"29"	"2014"	"2014"	3600	6063589	59.4
	"Missouri"	"29"	"2015"	"2015"	3799	6083672	62.4
	"Missouri"	"29"	"2016"	"2016"	4012	6093000	65.8
	"Missouri"	"29"	"2017"	"2017"	4346	6113532	71.1
	"Missouri"	"29"	"2018"	"2018"	4773	6126452	77.9
	"Missouri"	"29"	"2019"	"2019"	5126	6137428	83.5
	"Missouri"	"29"	"2020 "	"2020"	5610	6151548	91.2
"Total"	"Missouri"	"29"			71989	130170885	55.3
	"Montana"	"30"	"1999"	"1999"	352	897507	39.2
	"Montana"	"30"	"2000"	"2000"	379	902195	42.0
	"Montana"	"30"	"2001"	"2001"	426	906961	47.0
	"Montana"	"30"	"2002"	"2002"	456	911667	50.0
	"Montana"	"30"	"2003"	"2003"	419	919630	45.6
	"Montana"	"30"	"2004"	"2004"	409	930009	44.0
	"Montana"	"30"	"2005"	"2005"	473	940102	50.3
	"Montana"	"30"	"2006"	"2006"	415	952692	43.6
	"Montana"	"30"	"2007"	"2007"	483	964706	50.1
	"Montana"	"30"	"2008"	"2008"	526	976415	53.9
	"Montana"	"30"	"2009"	"2009"	507	983982	51.5
	"Montana"	"30"	"2010"	"2010"	539	989415	54.5
	"Montana"	"30"	"2011"	"2011"	501	998199	50.2
	"Montana"	"30"	"2012"	"2012"	510	1005141	50.7
	"Montana"	"30"	"2013"	"2013"	551	1015165	54.3
	"Montana"	"30"	"2014"	"2014"	508	1023579	49.6
	"Montana"	"30"	"2015"	"2015"	611	1032949	59.2
	"Montana"	"30"	"2016"	"2016"	591	1042520	56.7
	"Montana"	"30"	"2017"	"2017"	580	1050493	55.2
	"Montana"	"30"	"2018"	"2018"	611	1062305	57.5
	"Montana"	"30"	"2019"	"2019"	673	1068778	63.0
	"Montana"	"30"	"2020 "	"2020"	747	1080577	69.1
"Total"	"Montana"	"30"			11267	21654987	52.0
	"Nebraska"	"31"	"1999"	"1999"	622	1704764	36.5
	"Nebraska"	"31"	"2000"	"2000"	622	1711263	36.3
	"Nebraska"	"31"	"2001"	"2001"	739	1719836	43.0
	"Nebraska"	"31"	"2002"	"2002"	760	1728292	44.0
	"Nebraska"	"31"	"2003"	"2003"	801	1738643	46.1
	"Nebraska"	"31"	"2004"	"2004"	782	1749370	44.7
	"Nebraska"	"31"	"2005"	"2005"	829	1761497	47.1
	"Nebraska"	"31"	"2006"	"2006"	844	1772693	47.6
	"Nebraska"	"31"	"2007"	"2007"	889	1783440	49.8
	"Nebraska"	"31"	"2008"	"2008"	1000	1796378	55.7
	"Nebraska"	"31"	"2009"	"2009"	956	1812683	52.7
	"Nebraska"	"31"	"2010"	"2010"	986	1826341	54.0
	"Nebraska"	"31"	"2011"	"2011"	1036	1842641	56.2
	"Nebraska"	"31"	"2012"	"2012"	1078	1855525	58.1
	"Nebraska"	"31"	"2013"	"2013"	1017	1868516	54.4
	"Nebraska"	"31"	"2014"	"2014"	1010	1881503	53.7
	"Nebraska"	"31"	"2015"	"2015"	1155	1896190	60.9
	"Nebraska"	"31"	"2016"	"2016"	1210	1907116	63.4
	"Nebraska"	"31"	"2017"	"2017"	1361	1920076	70.9
	"Nebraska"	"31"	"2018"	"2018"	1346	1929268	69.8
	"Nebraska"	"31"	"2019"	"2019"	1526	1934408	78.9
	"Nebraska"	"31"	"2020 "	"2020"	1617	1937552	83.5
"Total"	"Nebraska"	"31"			22186	40077995	55.4
	"Nevada"	"32"	"1999"	"1999"	395	1934718	20.4
	"Nevada"	"32"	"2000"	"2000"	394	1998257	19.7
	"Nevada"	"32"	"2001"	"2001"	469	2098399	22.4
	"Nevada"	"32"	"2002"	"2002"	525	2173791	24.2
	"Nevada"	"32"	"2003"	"2003"	588	2248850	26.1
	"Nevada"	"32"	"2004"	"2004"	589	2346222	25.1
	"Nevada"	"32"	"2005"	"2005"	652	2432143	26.8
	"Nevada"	"32"	"2006"	"2006"	587	2522658	23.3
	"Nevada"	"32"	"2007"	"2007"	562	2601072	21.6
	"Nevada"	"32"	"2008"	"2008"	618	2653630	23.3
	"Nevada"	"32"	"2009"	"2009"	668	2684665	24.9
	"Nevada"	"32"	"2010"	"2010"	673	2700551	24.9
	"Nevada"	"32"	"2011"	"2011"	726	2723322	26.7
	"Nevada"	"32"	"2012"	"2012"	794	2758931	28.8
	"Nevada"	"32"	"2013"	"2013"	909	2790136	32.6
	"Nevada"	"32"	"2014"	"2014"	1086	2839099	38.3
	"Nevada"	"32"	"2015"	"2015"	1499	2890845	51.9
	"Nevada"	"32"	"2016"	"2016"	1395	2940058	47.4
	"Nevada"	"32"	"2017"	"2017"	1704	2998039	56.8
	"Nevada"	"32"	"2018"	"2018"	1638	3034392	54.0
	"Nevada"	"32"	"2019"	"2019"	1687	3080156	54.8
	"Nevada"	"32"	"2020 "	"2020"	2108	3138259	67.2
"Total"	"Nevada"	"32"			20266	57588193	35.2
	"New Hampshire"	"33"	"1999"	"1999"	451	1222014	36.9
	"New Hampshire"	"33"	"2000"	"2000"	475	1235786	38.4
	"New Hampshire"	"33"	"2001"	"2001"	473	1255517	37.7
	"New Hampshire"	"33"	"2002"	"2002"	481	1269089	37.9
	"New Hampshire"	"33"	"2003"	"2003"	496	1279840	38.8
	"New Hampshire"	"33"	"2004"	"2004"	533	1290121	41.3
	"New Hampshire"	"33"	"2005"	"2005"	591	1298492	45.5
	"New Hampshire"	"33"	"2006"	"2006"	602	1308389	46.0
	"New Hampshire"	"33"	"2007"	"2007"	647	1312540	49.3
	"New Hampshire"	"33"	"2008"	"2008"	600	1315906	45.6
	"New Hampshire"	"33"	"2009"	"2009"	622	1316102	47.3
	"New Hampshire"	"33"	"2010"	"2010"	651	1316470	49.5
	"New Hampshire"	"33"	"2011"	"2011"	634	1318194	48.1
	"New Hampshire"	"33"	"2012"	"2012"	675	1320718	51.1
	"New Hampshire"	"33"	"2013"	"2013"	632	1323459	47.8
	"New Hampshire"	"33"	"2014"	"2014"	694	1326813	52.3
	"New Hampshire"	"33"	"2015"	"2015"	774	1330608	58.2
	"New Hampshire"	"33"	"2016"	"2016"	773	1334795	57.9
	"New Hampshire"	"33"	"2017"	"2017"	841	1342795	62.6
	"New Hampshire"	"33"	"2018"	"2018"	901	1356458	66.4
	"New Hampshire"	"33"	"2019"	"2019"	961	1359711	70.7
	"New Hampshire"	"33"	"2020 "	"2020"	966	1366275	70.7
"Total"	"New Hampshire"	"33"			14473	28800092	50.3
	"New Jersey"	"34"	"1999"	"1999"	2191	8359592	26.2
	"New Jersey"	"34"	"2000"	"2000"	2534	8414350	30.1
	"New Jersey"	"34"	"2001"	"2001"	2624	8492671	30.9
	"New Jersey"	"34"	"2002"	"2002"	2832	8552643	33.1
	"New Jersey"	"34"	"2003"	"2003"	2910	8601402	33.8
	"New Jersey"	"34"	"2004"	"2004"	2936	8634561	34.0
	"New Jersey"	"34"	"2005"	"2005"	3195	8651974	36.9
	"New Jersey"	"34"	"2006"	"2006"	3034	8661679	35.0
	"New Jersey"	"34"	"2007"	"2007"	3300	8677885	38.0
	"New Jersey"	"34"	"2008"	"2008"	3323	8711090	38.1
	"New Jersey"	"34"	"2009"	"2009"	3324	8755602	38.0
	"New Jersey"	"34"	"2010"	"2010"	3410	8791894	38.8
	"New Jersey"	"34"	"2011"	"2011"	3555	8821155	40.3
	"New Jersey"	"34"	"2012"	"2012"	3424	8864590	38.6
	"New Jersey"	"34"	"2013"	"2013"	3521	8899339	39.6
	"New Jersey"	"34"	"2014"	"2014"	3769	8938175	42.2
	"New Jersey"	"34"	"2015"	"2015"	4073	8958013	45.5
	"New Jersey"	"34"	"2016"	"2016"	4375	8944469	48.9
	"New Jersey"	"34"	"2017"	"2017"	4905	9005644	54.5
	"New Jersey"	"34"	"2018"	"2018"	5094	8908520	57.2
	"New Jersey"	"34"	"2019"	"2019"	5222	8882190	58.8
	"New Jersey"	"34"	"2020 "	"2020"	5691	8882371	64.1
"Total"	"New Jersey"	"34"			79242	192409809	41.2
	"New Mexico"	"35"	"1999"	"1999"	469	1808082	25.9
	"New Mexico"	"35"	"2000"	"2000"	536	1819046	29.5
	"New Mexico"	"35"	"2001"	"2001"	592	1831690	32.3
	"New Mexico"	"35"	"2002"	"2002"	605	1855309	32.6
	"New Mexico"	"35"	"2003"	"2003"	678	1877574	36.1
	"New Mexico"	"35"	"2004"	"2004"	648	1903808	34.0
	"New Mexico"	"35"	"2005"	"2005"	662	1932274	34.3
	"New Mexico"	"35"	"2006"	"2006"	715	1962137	36.4
	"New Mexico"	"35"	"2007"	"2007"	699	1990070	35.1
	"New Mexico"	"35"	"2008"	"2008"	763	2010662	37.9
	"New Mexico"	"35"	"2009"	"2009"	759	2036802	37.3
	"New Mexico"	"35"	"2010"	"2010"	739	2059179	35.9
	"New Mexico"	"35"	"2011"	"2011"	850	2082224	40.8
	"New Mexico"	"35"	"2012"	"2012"	822	2085538	39.4
	"New Mexico"	"35"	"2013"	"2013"	753	2085287	36.1
	"New Mexico"	"35"	"2014"	"2014"	922	2085572	44.2
	"New Mexico"	"35"	"2015"	"2015"	977	2085109	46.9
	"New Mexico"	"35"	"2016"	"2016"	1125	2081015	54.1
	"New Mexico"	"35"	"2017"	"2017"	1199	2088070	57.4
	"New Mexico"	"35"	"2018"	"2018"	1219	2095428	58.2
	"New Mexico"	"35"	"2019"	"2019"	1242	2096829	59.2
	"New Mexico"	"35"	"2020 "	"2020"	1507	2106319	71.5
"Total"	"New Mexico"	"35"			18481	43978024	42.0
	"New York"	"36"	"1999"	"1999"	3281	18882725	17.4
	"New York"	"36"	"2000"	"2000"	3538	18976457	18.6
	"New York"	"36"	"2001"	"2001"	3636	19082838	19.1
	"New York"	"36"	"2002"	"2002"	3843	19137800	20.1
	"New York"	"36"	"2003"	"2003"	3926	19175939	20.5
	"New York"	"36"	"2004"	"2004"	4045	19171567	21.1
	"New York"	"36"	"2005"	"2005"	4210	19132610	22.0
	"New York"	"36"	"2006"	"2006"	4310	19104631	22.6
	"New York"	"36"	"2007"	"2007"	4275	19132335	22.3
	"New York"	"36"	"2008"	"2008"	4780	19212436	24.9
	"New York"	"36"	"2009"	"2009"	4962	19307066	25.7
	"New York"	"36"	"2010"	"2010"	5254	19378102	27.1
	"New York"	"36"	"2011"	"2011"	5285	19465197	27.2
	"New York"	"36"	"2012"	"2012"	5434	19570261	27.8
	"New York"	"36"	"2013"	"2013"	5523	19651127	28.1
	"New York"	"36"	"2014"	"2014"	5912	19746227	29.9
	"New York"	"36"	"2015"	"2015"	6786	19795791	34.3
	"New York"	"36"	"2016"	"2016"	7160	19745289	36.3
	"New York"	"36"	"2017"	"2017"	7641	19849399	38.5
	"New York"	"36"	"2018"	"2018"	8259	19542209	42.3
	"New York"	"36"	"2019"	"2019"	8328	19453561	42.8
	"New York"	"36"	"2020 "	"2020"	9443	19336776	48.8
"Total"	"New York"	"36"			119831	425850343	28.1
	"North Carolina"	"37"	"1999"	"1999"	2554	7949361	32.1
	"North Carolina"	"37"	"2000"	"2000"	2902	8049313	36.1
	"North Carolina"	"37"	"2001"	"2001"	2944	8210122	35.9
	"North Carolina"	"37"	"2002"	"2002"	3190	8326201	38.3
	"North Carolina"	"37"	"2003"	"2003"	3441	8422501	40.9
	"North Carolina"	"37"	"2004"	"2004"	3478	8553152	40.7
	"North Carolina"	"37"	"2005"	"2005"	3935	8705407	45.2
	"North Carolina"	"37"	"2006"	"2006"	3735	8917270	41.9
	"North Carolina"	"37"	"2007"	"2007"	4069	9118037	44.6
	"North Carolina"	"37"	"2008"	"2008"	4219	9309449	45.3
	"North Carolina"	"37"	"2009"	"2009"	4425	9449566	46.8
	"North Carolina"	"37"	"2010"	"2010"	4615	9535483	48.4
	"North Carolina"	"37"	"2011"	"2011"	4725	9656401	48.9
	"North Carolina"	"37"	"2012"	"2012"	4909	9752073	50.3
	"North Carolina"	"37"	"2013"	"2013"	5070	9848060	51.5
	"North Carolina"	"37"	"2014"	"2014"	5588	9943964	56.2
	"North Carolina"	"37"	"2015"	"2015"	6494	10042802	64.7
	"North Carolina"	"37"	"2016"	"2016"	6978	10146788	68.8
	"North Carolina"	"37"	"2017"	"2017"	7342	10273419	71.5
	"North Carolina"	"37"	"2018"	"2018"	7780	10383620	74.9
	"North Carolina"	"37"	"2019"	"2019"	8044	10488084	76.7
	"North Carolina"	"37"	"2020 "	"2020"	8651	10600823	81.6
"Total"	"North Carolina"	"37"			109088	205681896	53.0
	"North Dakota"	"38"	"1999"	"1999"	267	644259	41.4
	"North Dakota"	"38"	"2000"	"2000"	344	642200	53.6
	"North Dakota"	"38"	"2001"	"2001"	330	639062	51.6
	"North Dakota"	"38"	"2002"	"2002"	406	638168	63.6
	"North Dakota"	"38"	"2003"	"2003"	469	638817	73.4
	"North Dakota"	"38"	"2004"	"2004"	431	644705	66.9
	"North Dakota"	"38"	"2005"	"2005"	430	646089	66.6
	"North Dakota"	"38"	"2006"	"2006"	447	649422	68.8
	"North Dakota"	"38"	"2007"	"2007"	523	652822	80.1
	"North Dakota"	"38"	"2008"	"2008"	431	657569	65.5
	"North Dakota"	"38"	"2009"	"2009"	498	664968	74.9
	"North Dakota"	"38"	"2010"	"2010"	510	672591	75.8
	"North Dakota"	"38"	"2011"	"2011"	557	683932	81.4
	"North Dakota"	"38"	"2012"	"2012"	506	699628	72.3
	"North Dakota"	"38"	"2013"	"2013"	527	723393	72.9
	"North Dakota"	"38"	"2014"	"2014"	545	739482	73.7
	"North Dakota"	"38"	"2015"	"2015"	553	756927	73.1
	"North Dakota"	"38"	"2016"	"2016"	545	757952	71.9
	"North Dakota"	"38"	"2017"	"2017"	595	755393	78.8
	"North Dakota"	"38"	"2018"	"2018"	554	760077	72.9
	"North Dakota"	"38"	"2019"	"2019"	618	762062	81.1
	"North Dakota"	"38"	"2020 "	"2020"	674	765309	88.1
"Total"	"North Dakota"	"38"			10760	15194827	70.8
	"Ohio"	"39"	"1999"	"1999"	3911	11335454	34.5
	"Ohio"	"39"	"2000"	"2000"	4141	11353140	36.5
	"Ohio"	"39"	"2001"	"2001"	4285	11387404	37.6
	"Ohio"	"39"	"2002"	"2002"	4710	11407889	41.3
	"Ohio"	"39"	"2003"	"2003"	5083	11434788	44.5
	"Ohio"	"39"	"2004"	"2004"	4994	11452251	43.6
	"Ohio"	"39"	"2005"	"2005"	5715	11463320	49.9
	"Ohio"	"39"	"2006"	"2006"	5894	11481213	51.3
	"Ohio"	"39"	"2007"	"2007"	5993	11500468	52.1
	"Ohio"	"39"	"2008"	"2008"	6710	11515391	58.3
	"Ohio"	"39"	"2009"	"2009"	6337	11528896	55.0
	"Ohio"	"39"	"2010"	"2010"	6634	11536504	57.5
	"Ohio"	"39"	"2011"	"2011"	6714	11544951	58.2
	"Ohio"	"39"	"2012"	"2012"	6683	11544225	57.9
	"Ohio"	"39"	"2013"	"2013"	6712	11570808	58.0
	"Ohio"	"39"	"2014"	"2014"	7060	11594163	60.9
	"Ohio"	"39"	"2015"	"2015"	7787	11613423	67.1
	"Ohio"	"39"	"2016"	"2016"	8529	11614373	73.4
	"Ohio"	"39"	"2017"	"2017"	8922	11658609	76.5
	"Ohio"	"39"	"2018"	"2018"	9455	11689442	80.9
	"Ohio"	"39"	"2019"	"2019"	9513	11689100	81.4
	"Ohio"	"39"	"2020 "	"2020"	10731	11693217	91.8
"Total"	"Ohio"	"39"			146513	253609029	57.8
	"Oklahoma"	"40"	"1999"	"1999"	1093	3437147	31.8
	"Oklahoma"	"40"	"2000"	"2000"	1165	3450654	33.8
	"Oklahoma"	"40"	"2001"	"2001"	1187	3467100	34.2
	"Oklahoma"	"40"	"2002"	"2002"	1324	3489080	37.9
	"Oklahoma"	"40"	"2003"	"2003"	1417	3504892	40.4
	"Oklahoma"	"40"	"2004"	"2004"	1460	3525233	41.4
	"Oklahoma"	"40"	"2005"	"2005"	1712	3548597	48.2
	"Oklahoma"	"40"	"2006"	"2006"	1595	3594090	44.4
	"Oklahoma"	"40"	"2007"	"2007"	1615	3634349	44.4
	"Oklahoma"	"40"	"2008"	"2008"	1740	3668976	47.4
	"Oklahoma"	"40"	"2009"	"2009"	1633	3717572	43.9
	"Oklahoma"	"40"	"2010"	"2010"	1694	3751351	45.2
	"Oklahoma"	"40"	"2011"	"2011"	1823	3791508	48.1
	"Oklahoma"	"40"	"2012"	"2012"	1890	3814820	49.5
	"Oklahoma"	"40"	"2013"	"2013"	1993	3850568	51.8
	"Oklahoma"	"40"	"2014"	"2014"	2078	3878051	53.6
	"Oklahoma"	"40"	"2015"	"2015"	2456	3911338	62.8
	"Oklahoma"	"40"	"2016"	"2016"	2527	3923561	64.4
	"Oklahoma"	"40"	"2017"	"2017"	2819	3930864	71.7
	"Oklahoma"	"40"	"2018"	"2018"	2975	3943079	75.4
	"Oklahoma"	"40"	"2019"	"2019"	3192	3956971	80.7
	"Oklahoma"	"40"	"2020 "	"2020"	3388	3980783	85.1
"Total"	"Oklahoma"	"40"			42776	81770584	52.3
