"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"New York"	"36"	"2005"	"2005"	31	19132610	0.2
	"New York"	"36"	"2006"	"2006"	33	19104631	0.2
	"New York"	"36"	"2007"	"2007"	23	19132335	0.1
	"New York"	"36"	"2008"	"2008"	32	19212436	0.2
	"New York"	"36"	"2009"	"2009"	39	19307066	0.2
	"New York"	"36"	"2010"	"2010"	46	19378102	0.2
	"New York"	"36"	"2011"	"2011"	44	19465197	0.2
	"New York"	"36"	"2012"	"2012"	54	19570261	0.3
	"New York"	"36"	"2013"	"2013"	56	19651127	0.3
	"New York"	"36"	"2014"	"2014"	34	19746227	0.2
	"New York"	"36"	"2015"	"2015"	54	19795791	0.3
	"New York"	"36"	"2016"	"2016"	50	19745289	0.3
	"New York"	"36"	"2017"	"2017"	66	19849399	0.3
	"New York"	"36"	"2018"	"2018"	82	19542209	0.4
	"New York"	"36"	"2019"	"2019"	85	19453561	0.4
	"New York"	"36"	"2020 "	"2020"	90	19336776	0.5
	"North Carolina"	"37"	"1999"	"1999"	13	7949361	Unreliable
	"North Carolina"	"37"	"2000"	"2000"	13	8049313	Unreliable
	"North Carolina"	"37"	"2002"	"2002"	18	8326201	Unreliable
	"North Carolina"	"37"	"2003"	"2003"	17	8422501	Unreliable
	"North Carolina"	"37"	"2004"	"2004"	13	8553152	Unreliable
	"North Carolina"	"37"	"2005"	"2005"	12	8705407	Unreliable
	"North Carolina"	"37"	"2006"	"2006"	13	8917270	Unreliable
	"North Carolina"	"37"	"2007"	"2007"	11	9118037	Unreliable
	"North Carolina"	"37"	"2008"	"2008"	15	9309449	Unreliable
	"North Carolina"	"37"	"2009"	"2009"	20	9449566	0.2
	"North Carolina"	"37"	"2010"	"2010"	16	9535483	Unreliable
	"North Carolina"	"37"	"2011"	"2011"	29	9656401	0.3
	"North Carolina"	"37"	"2012"	"2012"	28	9752073	0.3
	"North Carolina"	"37"	"2013"	"2013"	26	9848060	0.3
	"North Carolina"	"37"	"2014"	"2014"	23	9943964	0.2
	"North Carolina"	"37"	"2015"	"2015"	29	10042802	0.3
	"North Carolina"	"37"	"2016"	"2016"	38	10146788	0.4
	"North Carolina"	"37"	"2017"	"2017"	32	10273419	0.3
	"North Carolina"	"37"	"2018"	"2018"	62	10383620	0.6
	"North Carolina"	"37"	"2019"	"2019"	44	10488084	0.4
	"North Carolina"	"37"	"2020 "	"2020"	60	10600823	0.6
	"Ohio"	"39"	"1999"	"1999"	32	11335454	0.3
	"Ohio"	"39"	"2000"	"2000"	20	11353140	0.2
	"Ohio"	"39"	"2001"	"2001"	23	11387404	0.2
	"Ohio"	"39"	"2002"	"2002"	43	11407889	0.4
	"Ohio"	"39"	"2003"	"2003"	25	11434788	0.2
	"Ohio"	"39"	"2004"	"2004"	31	11452251	0.3
	"Ohio"	"39"	"2005"	"2005"	39	11463320	0.3
	"Ohio"	"39"	"2006"	"2006"	33	11481213	0.3
	"Ohio"	"39"	"2007"	"2007"	40	11500468	0.3
	"Ohio"	"39"	"2008"	"2008"	45	11515391	0.4
	"Ohio"	"39"	"2009"	"2009"	30	11528896	0.3
	"Ohio"	"39"	"2010"	"2010"	42	11536504	0.4
	"Ohio"	"39"	"2011"	"2011"	35	11544951	0.3
	"Ohio"	"39"	"2012"	"2012"	38	11544225	0.3
	"Ohio"	"39"	"2013"	"2013"	53	11570808	0.5
	"Ohio"	"39"	"2014"	"2014"	51	11594163	0.4
	"Ohio"	"39"	"2015"	"2015"	43	11613423	0.4
	"Ohio"	"39"	"2016"	"2016"	64	11614373	0.6
	"Ohio"	"39"	"2017"	"2017"	60	11658609	0.5
	"Ohio"	"39"	"2018"	"2018"	83	11689442	0.7
	"Ohio"	"39"	"2019"	"2019"	77	11689100	0.7
	"Ohio"	"39"	"2020 "	"2020"	70	11693217	0.6
	"Oklahoma"	"40"	"2002"	"2002"	10	3489080	Unreliable
	"Oklahoma"	"40"	"2009"	"2009"	10	3717572	Unreliable
	"Oklahoma"	"40"	"2013"	"2013"	11	3850568	Unreliable
	"Oklahoma"	"40"	"2014"	"2014"	29	3878051	0.7
	"Oklahoma"	"40"	"2015"	"2015"	29	3911338	0.7
	"Oklahoma"	"40"	"2016"	"2016"	17	3923561	Unreliable
	"Oklahoma"	"40"	"2017"	"2017"	22	3930864	0.6
	"Oklahoma"	"40"	"2018"	"2018"	20	3943079	0.5
	"Oklahoma"	"40"	"2019"	"2019"	24	3956971	0.6
	"Oklahoma"	"40"	"2020 "	"2020"	21	3980783	0.5
	"Oregon"	"41"	"2001"	"2001"	14	3467937	Unreliable
	"Oregon"	"41"	"2003"	"2003"	18	3547376	Unreliable
	"Oregon"	"41"	"2004"	"2004"	15	3569463	Unreliable
	"Oregon"	"41"	"2005"	"2005"	18	3613202	Unreliable
	"Oregon"	"41"	"2006"	"2006"	12	3670883	Unreliable
	"Oregon"	"41"	"2007"	"2007"	11	3722417	Unreliable
	"Oregon"	"41"	"2008"	"2008"	12	3768748	Unreliable
	"Oregon"	"41"	"2009"	"2009"	12	3808600	Unreliable
	"Oregon"	"41"	"2010"	"2010"	11	3831074	Unreliable
	"Oregon"	"41"	"2011"	"2011"	15	3871859	Unreliable
	"Oregon"	"41"	"2012"	"2012"	13	3899353	Unreliable
	"Oregon"	"41"	"2013"	"2013"	17	3930065	Unreliable
	"Oregon"	"41"	"2014"	"2014"	20	3970239	0.5
	"Oregon"	"41"	"2015"	"2015"	18	4028977	Unreliable
	"Oregon"	"41"	"2016"	"2016"	16	4093465	Unreliable
	"Oregon"	"41"	"2017"	"2017"	25	4142776	0.6
	"Oregon"	"41"	"2018"	"2018"	31	4190713	0.7
	"Oregon"	"41"	"2019"	"2019"	26	4217737	0.6
	"Oregon"	"41"	"2020 "	"2020"	33	4241507	0.8
	"Pennsylvania"	"42"	"1999"	"1999"	28	12263805	0.2
	"Pennsylvania"	"42"	"2000"	"2000"	23	12281054	0.2
	"Pennsylvania"	"42"	"2001"	"2001"	19	12298970	Unreliable
	"Pennsylvania"	"42"	"2002"	"2002"	22	12331031	0.2
	"Pennsylvania"	"42"	"2003"	"2003"	18	12374658	Unreliable
	"Pennsylvania"	"42"	"2004"	"2004"	26	12410722	0.2
	"Pennsylvania"	"42"	"2005"	"2005"	24	12449990	0.2
	"Pennsylvania"	"42"	"2006"	"2006"	30	12510809	0.2
	"Pennsylvania"	"42"	"2007"	"2007"	20	12563937	0.2
	"Pennsylvania"	"42"	"2008"	"2008"	19	12612285	Unreliable
	"Pennsylvania"	"42"	"2009"	"2009"	25	12666858	0.2
	"Pennsylvania"	"42"	"2010"	"2010"	25	12702379	0.2
	"Pennsylvania"	"42"	"2011"	"2011"	22	12742886	0.2
	"Pennsylvania"	"42"	"2012"	"2012"	29	12763536	0.2
	"Pennsylvania"	"42"	"2013"	"2013"	43	12773801	0.3
	"Pennsylvania"	"42"	"2014"	"2014"	37	12787209	0.3
	"Pennsylvania"	"42"	"2015"	"2015"	41	12802503	0.3
	"Pennsylvania"	"42"	"2016"	"2016"	42	12784227	0.3
	"Pennsylvania"	"42"	"2017"	"2017"	38	12805537	0.3
	"Pennsylvania"	"42"	"2018"	"2018"	53	12807060	0.4
	"Pennsylvania"	"42"	"2019"	"2019"	59	12801989	0.5
	"Pennsylvania"	"42"	"2020 "	"2020"	63	12783254	0.5
	"Rhode Island"	"44"	"2020 "	"2020"	11	1057125	Unreliable
	"South Carolina"	"45"	"1999"	"1999"	18	3974682	Unreliable
	"South Carolina"	"45"	"2003"	"2003"	14	4150297	Unreliable
	"South Carolina"	"45"	"2005"	"2005"	15	4270150	Unreliable
	"South Carolina"	"45"	"2006"	"2006"	17	4357847	Unreliable
	"South Carolina"	"45"	"2007"	"2007"	10	4444110	Unreliable
	"South Carolina"	"45"	"2008"	"2008"	10	4528996	Unreliable
	"South Carolina"	"45"	"2009"	"2009"	19	4589872	Unreliable
	"South Carolina"	"45"	"2010"	"2010"	11	4625364	Unreliable
	"South Carolina"	"45"	"2012"	"2012"	14	4723723	Unreliable
	"South Carolina"	"45"	"2013"	"2013"	18	4774839	Unreliable
	"South Carolina"	"45"	"2014"	"2014"	29	4832482	0.6
	"South Carolina"	"45"	"2015"	"2015"	20	4896146	0.4
	"South Carolina"	"45"	"2016"	"2016"	26	4961119	0.5
	"South Carolina"	"45"	"2017"	"2017"	29	5024369	0.6
	"South Carolina"	"45"	"2018"	"2018"	45	5084127	0.9
	"South Carolina"	"45"	"2019"	"2019"	36	5148714	0.7
	"South Carolina"	"45"	"2020 "	"2020"	46	5218040	0.9
	"South Dakota"	"46"	"2004"	"2004"	10	770396	Unreliable
	"South Dakota"	"46"	"2015"	"2015"	12	858469	Unreliable
	"South Dakota"	"46"	"2019"	"2019"	11	884659	Unreliable
	"Tennessee"	"47"	"1999"	"1999"	20	5638706	0.4
	"Tennessee"	"47"	"2000"	"2000"	31	5689283	0.5
	"Tennessee"	"47"	"2001"	"2001"	15	5750789	Unreliable
	"Tennessee"	"47"	"2002"	"2002"	13	5795918	Unreliable
	"Tennessee"	"47"	"2003"	"2003"	17	5847812	Unreliable
	"Tennessee"	"47"	"2005"	"2005"	14	5991057	Unreliable
	"Tennessee"	"47"	"2006"	"2006"	11	6088766	Unreliable
	"Tennessee"	"47"	"2007"	"2007"	12	6175727	Unreliable
	"Tennessee"	"47"	"2008"	"2008"	11	6247411	Unreliable
	"Tennessee"	"47"	"2009"	"2009"	12	6306019	Unreliable
	"Tennessee"	"47"	"2010"	"2010"	12	6346105	Unreliable
	"Tennessee"	"47"	"2012"	"2012"	15	6456243	Unreliable
	"Tennessee"	"47"	"2013"	"2013"	15	6495978	Unreliable
	"Tennessee"	"47"	"2014"	"2014"	27	6549352	0.4
	"Tennessee"	"47"	"2015"	"2015"	23	6600299	0.3
	"Tennessee"	"47"	"2016"	"2016"	23	6651194	0.3
	"Tennessee"	"47"	"2017"	"2017"	35	6715984	0.5
	"Tennessee"	"47"	"2018"	"2018"	34	6770010	0.5
	"Tennessee"	"47"	"2019"	"2019"	51	6829174	0.7
	"Tennessee"	"47"	"2020 "	"2020"	52	6886834	0.8
	"Texas"	"48"	"1999"	"1999"	40	20558220	0.2
	"Texas"	"48"	"2000"	"2000"	42	20851820	0.2
	"Texas"	"48"	"2001"	"2001"	45	21319622	0.2
	"Texas"	"48"	"2002"	"2002"	67	21690325	0.3
	"Texas"	"48"	"2003"	"2003"	74	22030931	0.3
	"Texas"	"48"	"2004"	"2004"	51	22394023	0.2
	"Texas"	"48"	"2005"	"2005"	78	22778123	0.3
	"Texas"	"48"	"2006"	"2006"	80	23359580	0.3
	"Texas"	"48"	"2007"	"2007"	63	23831983	0.3
	"Texas"	"48"	"2008"	"2008"	51	24309039	0.2
	"Texas"	"48"	"2009"	"2009"	60	24801761	0.2
	"Texas"	"48"	"2010"	"2010"	69	25145561	0.3
	"Texas"	"48"	"2011"	"2011"	50	25674681	0.2
	"Texas"	"48"	"2012"	"2012"	75	26059203	0.3
	"Texas"	"48"	"2013"	"2013"	95	26448193	0.4
	"Texas"	"48"	"2014"	"2014"	108	26956958	0.4
	"Texas"	"48"	"2015"	"2015"	121	27469114	0.4
	"Texas"	"48"	"2016"	"2016"	111	27862596	0.4
	"Texas"	"48"	"2017"	"2017"	124	28304596	0.4
	"Texas"	"48"	"2018"	"2018"	162	28701845	0.6
	"Texas"	"48"	"2019"	"2019"	152	28995881	0.5
	"Texas"	"48"	"2020 "	"2020"	169	29360759	0.6
	"Utah"	"49"	"2009"	"2009"	13	2723421	Unreliable
	"Utah"	"49"	"2010"	"2010"	18	2763885	Unreliable
	"Utah"	"49"	"2011"	"2011"	17	2817222	Unreliable
	"Utah"	"49"	"2012"	"2012"	14	2855287	Unreliable
	"Utah"	"49"	"2014"	"2014"	11	2942902	Unreliable
	"Utah"	"49"	"2015"	"2015"	19	2995919	Unreliable
	"Utah"	"49"	"2016"	"2016"	21	3051217	0.7
	"Utah"	"49"	"2017"	"2017"	13	3101833	Unreliable
	"Utah"	"49"	"2018"	"2018"	15	3161105	Unreliable
	"Utah"	"49"	"2019"	"2019"	27	3205958	0.8
	"Utah"	"49"	"2020 "	"2020"	34	3249879	1.0
	"Virginia"	"51"	"1999"	"1999"	13	7000174	Unreliable
	"Virginia"	"51"	"2000"	"2000"	12	7078515	Unreliable
	"Virginia"	"51"	"2001"	"2001"	14	7198362	Unreliable
	"Virginia"	"51"	"2002"	"2002"	13	7286873	Unreliable
	"Virginia"	"51"	"2003"	"2003"	16	7366977	Unreliable
	"Virginia"	"51"	"2004"	"2004"	13	7475575	Unreliable
	"Virginia"	"51"	"2005"	"2005"	19	7577105	Unreliable
	"Virginia"	"51"	"2006"	"2006"	21	7673725	0.3
	"Virginia"	"51"	"2007"	"2007"	21	7751000	0.3
	"Virginia"	"51"	"2008"	"2008"	10	7833496	Unreliable
	"Virginia"	"51"	"2009"	"2009"	22	7925937	0.3
	"Virginia"	"51"	"2010"	"2010"	17	8001024	Unreliable
	"Virginia"	"51"	"2011"	"2011"	25	8096604	0.3
	"Virginia"	"51"	"2012"	"2012"	36	8185867	0.4
	"Virginia"	"51"	"2013"	"2013"	25	8260405	0.3
	"Virginia"	"51"	"2014"	"2014"	28	8326289	0.3
	"Virginia"	"51"	"2015"	"2015"	20	8382993	0.2
	"Virginia"	"51"	"2016"	"2016"	31	8411808	0.4
	"Virginia"	"51"	"2017"	"2017"	36	8470020	0.4
	"Virginia"	"51"	"2018"	"2018"	34	8517685	0.4
	"Virginia"	"51"	"2019"	"2019"	33	8535519	0.4
	"Virginia"	"51"	"2020 "	"2020"	44	8590563	0.5
	"Washington"	"53"	"1999"	"1999"	29	5842564	0.5
	"Washington"	"53"	"2000"	"2000"	27	5894121	0.5
	"Washington"	"53"	"2001"	"2001"	17	5985722	Unreliable
	"Washington"	"53"	"2002"	"2002"	25	6052349	0.4
	"Washington"	"53"	"2003"	"2003"	32	6104115	0.5
	"Washington"	"53"	"2004"	"2004"	24	6178645	0.4
	"Washington"	"53"	"2005"	"2005"	25	6257305	0.4
	"Washington"	"53"	"2006"	"2006"	27	6370753	0.4
	"Washington"	"53"	"2007"	"2007"	35	6461587	0.5
	"Washington"	"53"	"2008"	"2008"	34	6562231	0.5
	"Washington"	"53"	"2009"	"2009"	41	6667426	0.6
	"Washington"	"53"	"2010"	"2010"	39	6724540	0.6
	"Washington"	"53"	"2011"	"2011"	28	6830038	0.4
	"Washington"	"53"	"2012"	"2012"	31	6897012	0.4
	"Washington"	"53"	"2013"	"2013"	50	6971406	0.7
	"Washington"	"53"	"2014"	"2014"	38	7061530	0.5
	"Washington"	"53"	"2015"	"2015"	40	7170351	0.6
	"Washington"	"53"	"2016"	"2016"	52	7288000	0.7
	"Washington"	"53"	"2017"	"2017"	46	7405743	0.6
	"Washington"	"53"	"2018"	"2018"	53	7535591	0.7
	"Washington"	"53"	"2019"	"2019"	59	7614893	0.8
	"Washington"	"53"	"2020 "	"2020"	52	7693612	0.7
	"West Virginia"	"54"	"2012"	"2012"	10	1855413	Unreliable
	"West Virginia"	"54"	"2015"	"2015"	15	1844128	Unreliable
	"West Virginia"	"54"	"2018"	"2018"	14	1805832	Unreliable
	"West Virginia"	"54"	"2019"	"2019"	12	1792147	Unreliable
	"West Virginia"	"54"	"2020 "	"2020"	12	1784787	Unreliable
	"Wisconsin"	"55"	"1999"	"1999"	15	5332666	Unreliable
	"Wisconsin"	"55"	"2000"	"2000"	17	5363675	Unreliable
	"Wisconsin"	"55"	"2001"	"2001"	15	5406835	Unreliable
	"Wisconsin"	"55"	"2002"	"2002"	12	5445162	Unreliable
	"Wisconsin"	"55"	"2003"	"2003"	11	5479203	Unreliable
	"Wisconsin"	"55"	"2004"	"2004"	21	5514026	0.4
	"Wisconsin"	"55"	"2005"	"2005"	14	5546166	Unreliable
	"Wisconsin"	"55"	"2006"	"2006"	16	5577655	Unreliable
	"Wisconsin"	"55"	"2007"	"2007"	13	5610775	Unreliable
	"Wisconsin"	"55"	"2008"	"2008"	25	5640996	0.4
	"Wisconsin"	"55"	"2009"	"2009"	15	5669264	Unreliable
	"Wisconsin"	"55"	"2010"	"2010"	17	5686986	Unreliable
	"Wisconsin"	"55"	"2011"	"2011"	20	5711767	0.4
	"Wisconsin"	"55"	"2012"	"2012"	16	5726398	Unreliable
	"Wisconsin"	"55"	"2013"	"2013"	27	5742713	0.5
	"Wisconsin"	"55"	"2014"	"2014"	30	5757564	0.5
	"Wisconsin"	"55"	"2015"	"2015"	22	5771337	0.4
	"Wisconsin"	"55"	"2016"	"2016"	23	5778708	0.4
	"Wisconsin"	"55"	"2017"	"2017"	25	5795483	0.4
	"Wisconsin"	"55"	"2018"	"2018"	38	5813568	0.7
	"Wisconsin"	"55"	"2019"	"2019"	33	5822434	0.6
	"Wisconsin"	"55"	"2020 "	"2020"	39	5832655	0.7
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"ICD-10 Codes: G40.0 (Localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of"
"localized onset); G40.1 (Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial"
"seizures); G40.2 (Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial"
"seizures); G40.3 (Generalized idiopathic epilepsy and epileptic syndromes); G40.4 (Other generalized epilepsy and epileptic"
"syndromes); G40.5 (Special epileptic syndromes); G40.6 (Grand mal seizures, unspecified (with or without petit mal)); G40.7"
"(Petit mal, unspecified, without grand mal seizures); G40.8 (Other epilepsy); G40.9 (Epilepsy, unspecified)"
"Group By: State; Year"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Apr 27, 2022 9:51:54 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files, 1999-2020, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Apr 27, 2022 9:51:54 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"7. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
"9. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
